created,type,artist,timestamp,shabadID,verseID,description,link,matched_verse
1727977849,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:29:32,52,575,ਪੋਥੀ ਪਰਮੇਸਰ ਕਾ ਥਾਨੁ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/094 MGA SDO 1072 M 34 C GURU LINE IN TRACK 03.m4a,ਅਬਿਨਾਸੀ ਪੁਰਖੁ ਪਾਇਆ ਪਰਮੇਸਰੁ ਬਹੁ ਸੋਭ ਖੰਡ ਬ੍ਰਹਮੰਡਾ ਹੇ ॥੩॥
1727977911,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:30:20,2345,26803,ਗੁਰੁ ਪੂਰਾ. ਜਿਨ ਸਿਮਰਿਆ ਸੇਈ ਭਏ ਨਿਹਾਲ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/094 MGA SDO 1072 M 34 C GURU LINE IN TRACK 03.m4a,ਹਰਿ ਜਨਿ ਸਿਮਰਿਆ ਨਾਮ ਅਧਾਰਿ ॥
1727978080,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,2029,23539,gat paavahi. sukh sahaj ana(n)dhaa kaaTe jam ke faahaa ||1|| rahaau ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/095 MGA SDO 1073 M 40 A SIDE.m4a,ਗਤਿ ਪਾਵਹਿ ਸੁਖ ਸਹਜ ਅਨੰਦਾ ਕਾਟੇ ਜਮ ਕੇ ਫਾਹਾ ॥੧॥ ਰਹਾਉ ॥
1727979205,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:04:44,218,3376,ਬਹੁਤੁ ਖਜਾਨਾ ਤਿੰਨ ਪਹਿ. ਹਰਿ ਜੀਉ ਹਰਿ ਕੀਰਤਨੁ ਲਾਹਾ ਰਾਮ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/095 MGA SDO 1073 M 40 A SIDE.m4a,ਹਰਿ ਕੀ ਵਡਿਆਈ ਵਡੀ ਹੈ ਹਰਿ ਕੀਰਤਨੁ ਹਰਿ ਕਾ ॥
1727979268,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:07:57,2838,31812,se sa(n)jog karahu mere piaare ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/095 MGA SDO 1073 M 40 A SIDE.m4a,ਸੇ ਸੰਜੋਗ ਕਰਹੁ ਮੇਰੇ ਪਿਆਰੇ ॥
1728414440,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:13:12,1,1,ਹਰਿ ਰਾਮ ਨਾਮੁ ਜਪਿ ਲਾਹਾ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/095 MGA SDO 1073 M 40 A SIDE.m4a,ੴ ਸਤਿ ਨਾਮੁ ਕਰਤਾ ਪੁਰਖੁ ਨਿਰਭਉ ਨਿਰਵੈਰੁ ਅਕਾਲ ਮੂਰਤਿ ਅਜੂਨੀ ਸੈਭੰ ਗੁਰ ਪ੍ਰਸਾਦਿ ॥
1728517546,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:14:05,5428,59386,sick ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/095 MGA SDO 1073 M 40 A SIDE.m4a,ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿ ਜੀਉ ॥
1728518919,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:32:24,1209,14294,tus dhitaa. poorai satiguroo har dhan sach akhuT ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਤੁਸਿ ਦਿਤਾ ਪੂਰੈ ਸਤਿਗੁਰੂ ਹਰਿ ਧਨੁ ਸਚੁ ਅਖੁਟੁ ॥
1728576547,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:33:57,369,5665,eik khaRe kareh teree chaakaree vin naavai. hor na bhaiaa ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਇਕਿ ਖੜੇ ਕਰਹਿ ਤੇਰੀ ਚਾਕਰੀ ਵਿਣੁ ਨਾਵੈ ਹੋਰੁ ਨ ਭਾਇਆ ॥
1728576760,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:35:42,1122,13732,jan naanaku. dhooR ma(n)gai tis gursikh kee jo aap japai. avareh naam japaavai ||2||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਸਭਿ ਕਾਰਜ ਤਿਨ ਕੇ ਸਿਧਿ ਹਹਿ ਜਿਨ ਗੁਰਮੁਖਿ ਕਿਰਪਾ ਧਾਰਿ ॥
1728577092,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:41:46,1197,14238,aupadhes j dhitaa satiguroo so suniaa sikhee ka(n)ne ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਉਪਦੇਸੁ ਜਿ ਦਿਤਾ ਸਤਿਗੁਰੂ ਸੋ ਸੁਣਿਆ ਸਿਖੀ ਕੰਨੇ ॥
1728577483,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:50:03,40105,200906,"pairee pai paa khaak hoi, chhadd manee manooree |",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਪੈਰੀ ਪੈ ਪਾ ਖਾਕੁ ਹੋਇ ਕਾਮਧੇਨੁ ਸੰਤ ਰੇਣੁ ਨ ਨੀਰੈ।
1728577800,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:57:31,2650,30031,har har hari. har bhagat dhiraRaavahu har har naam oumaahaa raam ||1||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਹਰਿ ਹਰਿ ਹਰਿ ਹਰਿ ਭਗਤਿ ਦ੍ਰਿੜਾਵਹੁ ਹਰਿ ਹਰਿ ਨਾਮੁ ਓੁਮਾਹਾ ਰਾਮ ॥੧॥
1728578250,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:00:20,,,roop heena. budh bal heenee moh paradhesani. dhoor te aaiee ||1||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,
1728582086,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:01:16,1122,13730,vanajaare sikh aavadhe sabadh laghaavanahaar ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਲਾਹਾ ਹਰਿ ਧਨੁ ਖਟਿਆ ਗੁਰਮੁਖਿ ਸਬਦੁ ਵੀਚਾਰਿ ॥
1728582195,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:03:29,4097,48896,naam hamaarai gur kee sev ||1||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਨਾਮੁ ਹਮਾਰੈ ਗੁਰ ਕੀ ਸੇਵ ॥੧॥
1728582568,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:09:23,1116,13695,har kee Tahal kamaavanee japeeaai prabh kaa naam ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਹਰਿ ਕੀ ਟਹਲ ਕਮਾਵਣੀ ਜਪੀਐ ਪ੍ਰਭ ਕਾ ਨਾਮੁ ॥
1728582691,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:11:24,4344,52291,dhanava(n)t naam ke vanajaare ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਧਨਵੰਤ ਨਾਮ ਕੇ ਵਣਜਾਰੇ ॥
1728582809,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:14:11,3065,34661,jap jap naam gobi(n)dh kaa pooran beechaar ||1||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਜਪਿ ਜਪਿ ਨਾਮੁ ਗੋਬਿੰਦ ਕਾ ਪੂਰਨ ਬੀਚਾਰੁ ॥੧॥
1728582884,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:14:53,,,eik tilu. nahee visarai praan aadhaaraa jap jap naanaka. jeevate ||3||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,
1728583533,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:16:59,32,313,lakh lakh geRaa aakhe'eeh ek naam jagadhees ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਲਖੁ ਲਖੁ ਗੇੜਾ ਆਖੀਅਹਿ ਏਕੁ ਨਾਮੁ ਜਗਦੀਸ ॥
1728583816,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:23:21,1,3,aadh sach jugaadh sach ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਆਦਿ ਸਚੁ ਜੁਗਾਦਿ ਸਚੁ ॥
1728583852,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:23:43,,,naam rahio. saadhoo rahio rahio gur gobi(n)dh ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,
1728584137,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:28:13,551,7826,ham dhanava(n)t bhaagaTh sach nai ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਹਮ ਧਨਵੰਤ ਭਾਗਠ ਸਚ ਨਾਇ ॥
1728584870,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:34:04,,,"Nanak so angad gur devna, Bhai Nand Lal Ji, Jot Bigaas",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,
1728585291,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:35:54,3632,41914,baanee guroo. guroo hai baanee vich baanee. a(n)mrit saare ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/006 Bhai Mohinder Singh Ji SDO Bebe Nanaki Birmingham 10 10 1983 -1 (heeraRattan).mp3,ਬਾਣੀ ਗੁਰੂ ਗੁਰੂ ਹੈ ਬਾਣੀ ਵਿਚਿ ਬਾਣੀ ਅੰਮ੍ਰਿਤੁ ਸਾਰੇ ॥
1728597413,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:09:13,183,3014,ਜੋ ਮਨਿ ਚਿਤਿ. ਤੁਧੁ ਧਿਆਇਦੇ ਮੇਰੇ ਸਚਿਆ ਬਲਿ ਬਲਿ ਹਉ. ਤਿਨ ਜਾਤੀ ॥੧॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/031 MGA SDO 1031 smpk 29.m4a,ਸੁਣਿ ਸੁਣਿ ਤੁਝੈ ਧਿਆਇਦੇ ਤੇਰੇ ਭਗਤ ਰਤੇ ਗੁਣਤਾਸੁ ਜੀਉ ॥੨੦॥
1728613179,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:00:00,2280,26091,bin sabadhai. jag bhuladhaa firadhaa dharageh milai sajai || rahaau ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/007 Bhai Mohinder Singh Ji Smagam UK 13 10 1983 -2 (heeraRattan).mp3,ਬਿਨੁ ਸਬਦੈ ਜਗੁ ਭੁਲਦਾ ਫਿਰਦਾ ਦਰਗਹ ਮਿਲੈ ਸਜਾਇ ॥ ਰਹਾਉ ॥
1728624837,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:06:12,1,3,ਆਦਿ ਸਚੁ ਜੁਗਾਦਿ ਸਚੁ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/007 Bhai Mohinder Singh Ji Smagam UK 13 10 1983 -2 (heeraRattan).mp3,ਆਦਿ ਸਚੁ ਜੁਗਾਦਿ ਸਚੁ ॥
1728624925,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:07:03,,,ਪੀਵਹੁ ਪਾਹੁਲ ਖੰਡੇਧਾਰ ਹੋਇ ਜਨਮ ਸੁਹੇਲਾ ।,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/007 Bhai Mohinder Singh Ji Smagam UK 13 10 1983 -2 (heeraRattan).mp3,
1728625081,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:10:35,40,387,"ਸਤਿਗੁਰ ਬਾਝਹੁ. ਗੁਰੁ ਨਹੀ, ਕੋਈ ਨਿਗੁਰੇ ਕਾ. ਹੈ ਨਾਉ ਬੁਰਾ ॥੧੩॥",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/007 Bhai Mohinder Singh Ji Smagam UK 13 10 1983 -2 (heeraRattan).mp3,ੴ ਸਤਿਗੁਰ ਪ੍ਰਸਾਦਿ ॥
1728625426,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:10:57,40,387,ਸਤਿਗੁਰ ਮੈ ਸਬਦੁ ਸਬਦ ਮੈ ਸਤਿਗੁਰ ਹੈ ਨਿਰਗੁਨ ਗਿਆਨ ਧਿਆਨ ਸਮਝਾਵੈ ਜੀ ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/007 Bhai Mohinder Singh Ji Smagam UK 13 10 1983 -2 (heeraRattan).mp3,ੴ ਸਤਿਗੁਰ ਪ੍ਰਸਾਦਿ ॥
1728625557,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:11:52,,,Sabh sikhan ko hukam hai guru maneyo granth ,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/007 Bhai Mohinder Singh Ji Smagam UK 13 10 1983 -2 (heeraRattan).mp3,
1728625655,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:12:18,52,575,ਪੋਥੀ ਪਰਮੇਸਰ ਕਾ ਥਾਨੁ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/007 Bhai Mohinder Singh Ji Smagam UK 13 10 1983 -2 (heeraRattan).mp3,ਅਬਿਨਾਸੀ ਪੁਰਖੁ ਪਾਇਆ ਪਰਮੇਸਰੁ ਬਹੁ ਸੋਭ ਖੰਡ ਬ੍ਰਹਮੰਡਾ ਹੇ ॥੩॥
1728625721,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:13:47,5,44,ਧੁਨਿ ਮਹਿ ਧਿਆਨੁ. ਧਿਆਨ ਮਹਿ ਜਾਨਿਆ ਗੁਰਮੁਖਿ ਅਕਥ ਕਹਾਨੀ ॥੩॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/007 Bhai Mohinder Singh Ji Smagam UK 13 10 1983 -2 (heeraRattan).mp3,ਗੁਰਮੁਖਿ ਨਾਦੰ ਗੁਰਮੁਖਿ ਵੇਦੰ ਗੁਰਮੁਖਿ ਰਹਿਆ ਸਮਾਈ ॥
1728625901,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:14:12,,,fir baabaa aaiaa karataarapur bhekh udhaasee sagal utaaraa |,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/007 Bhai Mohinder Singh Ji Smagam UK 13 10 1983 -2 (heeraRattan).mp3,
1728626078,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:17:02,1,1,ਗੁਰ ਮੂਰਤਿ ਕਰਿ ਧਿਆਨ ਸਦਾ ਹਜੂਰ ਹੈ ।,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/007 Bhai Mohinder Singh Ji Smagam UK 13 10 1983 -2 (heeraRattan).mp3,ੴ ਸਤਿ ਨਾਮੁ ਕਰਤਾ ਪੁਰਖੁ ਨਿਰਭਉ ਨਿਰਵੈਰੁ ਅਕਾਲ ਮੂਰਤਿ ਅਜੂਨੀ ਸੈਭੰ ਗੁਰ ਪ੍ਰਸਾਦਿ ॥
1728671615,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:00:00,55,613,ਅਬ ਮੈ. ਸਹਜਿ ਸਮਾਨੀ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/037 Bhai Mohinder Singh Ji SDO Faridabad Smagam 1980 (heeraRattan).mp3,ਪੰਖੀ ਹੋਇ ਕੈ ਜੇ ਭਵਾ ਸੈ ਅਸਮਾਨੀ ਜਾਉ ॥
1728671730,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:04:24,52,576,ਸਹਜ ਕਥਾ ਪ੍ਰਭ ਕੀ ਅਤਿ ਮੀਠੀ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/037 Bhai Mohinder Singh Ji SDO Faridabad Smagam 1980 (heeraRattan).mp3,ਹਮ ਗਰੀਬ ਮਸਕੀਨ ਪ੍ਰਭ ਤੇਰੇ ਹਰਿ ਰਾਖੁ ਰਾਖੁ ਵਡ ਵਡਾ ਹੇ ॥
1728671883,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:06:02,65,760,ਨੈਨ ਰਹੇ ਰੰਗੁ ਲਾਈ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/037 Bhai Mohinder Singh Ji SDO Faridabad Smagam 1980 (heeraRattan).mp3,ਲਾਲੁ ਗੁਲਾਲੁ ਗਹਬਰਾ ਸਚਾ ਰੰਗੁ ਚੜਾਉ ॥
1728672025,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:07:22,873,11517,ਨਾ ਕੋ ਦੁਸਮਨੁ ਦੋਖੀਆ ਨਾਹੀ ਕੋ ਮੰਦਾ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/037 Bhai Mohinder Singh Ji SDO Faridabad Smagam 1980 (heeraRattan).mp3,ਪ੍ਰਭ ਕੈ ਸਿਮਰਨਿ ਦੁਸਮਨੁ ਟਰੈ ॥
1728672188,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:09:09,5,44,ਗੁਰਮੁਖਿ ਅੰਤਰਿ ਸਹਜੁ ਹੈ ਮਨੁ ਚੜਿਆ ਦਸਵੈ ਆਕਾਸਿ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/037 Bhai Mohinder Singh Ji SDO Faridabad Smagam 1980 (heeraRattan).mp3,ਗੁਰਮੁਖਿ ਨਾਦੰ ਗੁਰਮੁਖਿ ਵੇਦੰ ਗੁਰਮੁਖਿ ਰਹਿਆ ਸਮਾਈ ॥
1728673166,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:15:43,182,2899,ਮਿਲਿ ਸਖੀਆ ਪੁਛਹਿ ਕਹੁ ਕੰਤ ਨੀਸਾਣੀ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/037 Bhai Mohinder Singh Ji SDO Faridabad Smagam 1980 (heeraRattan).mp3,ਦੋਹਾਗਣੀ ਕਿਆ ਨੀਸਾਣੀਆ ॥
1728673484,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:19:16,3093,34884,"bisaman bisam bhe jau pekhio kahanu. na jai, vaddiaaiee ||",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/037 Bhai Mohinder Singh Ji SDO Faridabad Smagam 1980 (heeraRattan).mp3,ਬਿਸਮਨ ਬਿਸਮ ਭਏ ਜਉ ਪੇਖਿਓ ਕਹਨੁ ਨ ਜਾਇ ਵਡਿਆਈ ॥
1728673773,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:25:42,,,"meenaa jalaheena. meenaa jalaheen he oh bichhurata. man tan kheen he kat jeevanu, pria, bin hot ||",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/037 Bhai Mohinder Singh Ji SDO Faridabad Smagam 1980 (heeraRattan).mp3,
1728677177,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:27:54,13,91,ਸਬਦੁ ਸੁਰਤਿ ਲਿਵ ਮਿਰਗ ਜਿਉ ਭੀੜ ਪਈ ਚਿਤਿ ਅਵਰੁ ਨ ਆਣੀ ।,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/037 Bhai Mohinder Singh Ji SDO Faridabad Smagam 1980 (heeraRattan).mp3,ਮੰਨੈ ਸੁਰਤਿ ਹੋਵੈ ਮਨਿ ਬੁਧਿ ॥
1728677265,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:28:39,112,1503,ਜਉ ਤਉ ਪ੍ਰੇਮ ਖੇਲਣ ਕਾ ਚਾਉ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/037 Bhai Mohinder Singh Ji SDO Faridabad Smagam 1980 (heeraRattan).mp3,ਗੁਰ ਸਬਦੀ ਮਨੁ ਰੰਗਿਆ ਰਸਨਾ ਪ੍ਰੇਮ ਪਿਆਰਿ ॥
1728677329,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:29:13,54,589,ਪਹਿਲਾ. ਮਰਣੁ ਕਬੂਲਿ ਜੀਵਣ ਕੀ ਛਡਿ ਆਸ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/037 Bhai Mohinder Singh Ji SDO Faridabad Smagam 1980 (heeraRattan).mp3,ਰਾਗੁ ਸਿਰੀਰਾਗੁ ਮਹਲਾ ਪਹਿਲਾ ੧ ਘਰੁ ੧ ॥
1728677438,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:29:54,,,muradhaa hoi mureedh so gur gor samaavai |,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/037 Bhai Mohinder Singh Ji SDO Faridabad Smagam 1980 (heeraRattan).mp3,
1728677521,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:30:47,1352,15375,ਡਗਮਗ ਛਾਡਿ ਰੇ ਮਨ ਬਉਰਾ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/037 Bhai Mohinder Singh Ji SDO Faridabad Smagam 1980 (heeraRattan).mp3,ਡਗਮਗ ਛਾਡਿ ਰੇ ਮਨ ਬਉਰਾ ॥
1728677565,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:31:01,78,962,ਮੋਹਿ ਮਛੁਲੀ. ਤੁਮ ਨੀਰ ਤੁਝ ਬਿਨੁ ਕਿਉ ਸਰੈ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/037 Bhai Mohinder Singh Ji SDO Faridabad Smagam 1980 (heeraRattan).mp3,ਆਪੇ ਮਾਛੀ ਮਛੁਲੀ ਆਪੇ ਪਾਣੀ ਜਾਲੁ ॥
1728677753,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:33:47,4193,50585,gobi(n)dh jeeau mere man tan naam har beedhe ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/037 Bhai Mohinder Singh Ji SDO Faridabad Smagam 1980 (heeraRattan).mp3,ਗੋਬਿੰਦ ਜੀਉ ਮੇਰੇ ਮਨ ਤਨ ਨਾਮ ਹਰਿ ਬੀਧੇ ॥
1728678008,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:35:49,244,3557,ਫਰੀਦਾ. ਤਨੁ ਸੁਕਾ ਪਿੰਜਰੁ ਥੀਆ ਤਲੀਆਂ ਖੂੰਡਹਿ ਕਾਗ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/037 Bhai Mohinder Singh Ji SDO Faridabad Smagam 1980 (heeraRattan).mp3,ਨਾਨਕ ਜਿਸੁ ਪਿੰਜਰ ਮਹਿ ਬਿਰਹਾ ਨਹੀ ਸੋ ਪਿੰਜਰੁ ਲੈ ਜਾਰਿ ॥੧॥
1728678282,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:38:40,3265,37120,ਮੋਹਿ ਲਾਗਤੀ ਤਾਲਾਬੇਲੀ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/037 Bhai Mohinder Singh Ji SDO Faridabad Smagam 1980 (heeraRattan).mp3,ਮੋਹਿ ਲਾਗਤੀ ਤਾਲਾਬੇਲੀ ॥
1729022316,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:17:59,2883,32567,hau aaiaa. dhoorahu chal kai mai takee. tau saranai jeeau ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/095 MGA SDO 1073 M 40 A SIDE.m4a,ਹਉ ਆਇਆ ਦੂਰਹੁ ਚਲਿ ਕੈ ਮੈ ਤਕੀ ਤਉ ਸਰਣਾਇ ਜੀਉ ॥
1729022697,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:30:23,112,1503,ਜਉ ਤਉ ਪ੍ਰੇਮ ਖੇਲਣ ਕਾ ਚਾਉ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/095 MGA SDO 1073 M 40 A SIDE.m4a,ਗੁਰ ਸਬਦੀ ਮਨੁ ਰੰਗਿਆ ਰਸਨਾ ਪ੍ਰੇਮ ਪਿਆਰਿ ॥
